,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
11113,8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22.0,OC,NR,NR-14,Yaren District,yes,ANYN,INU,,,https://en.wikipedia.org/wiki/Nauru_International_Airport,ANAU
11114,312361,ANZ,small_airport,Angus Downs Airport,-25.0325,132.2748,1724.0,OC,AU,AU-NT,Angus Downs Station,no,,ANZ,,,,
11115,35325,AO-0001,small_airport,Catoca Airport,-9.430985,20.311478,3498.0,AF,AO,AO-LSU,Saurimo,no,,CTV,,,https://en.wikipedia.org/wiki/Catoca_Airport,Saurimo North
11119,43971,AO-0005,small_airport,Andulo Airport,-11.4723,16.710899,,AF,AO,AO-BIE,Andulo,no,,ANL,,,,
11174,30840,AO-CNZ,small_airport,Cangamba Airport,-13.7106,19.861099,3894.0,AF,AO,AO-MOX,Cangamba,no,,CNZ,,,https://en.wikipedia.org/wiki/Cangamba_Airport,
11175,43323,AO-DRC,small_airport,Dirico Airport,-17.981924057006836,20.7680606842041,3504.0,AF,AO,AO-CCU,Dirico,no,,DRC,,,,
11176,43325,AO-GGC,small_airport,Lumbala Airport,-12.6398773193,22.5868206024,3510.0,AF,AO,AO-MOX,Lumbala,no,,GGC,,,https://en.wikipedia.org/wiki/Lumbala_Airport,
11177,43324,AO-JMB,small_airport,Jamba Airport,-14.698192596435549,16.070148468017578,4912.0,AF,AO,AO-HUA,Jamba,no,,JMB,,,,
11178,43322,AO-KNP,small_airport,Capanda Airport,-9.76937007904,15.4553194046,3366.0,AF,AO,AO-MAL,Capanda,no,FNCP,KNP,,,https://en.wikipedia.org/wiki/Kapanda_Airport,Kapanda
11179,43326,AO-NDF,small_airport,N'dalatando Airport,-9.280378,14.982432,2684.0,AF,AO,AO-CNO,N'dalatando,no,,NDF,,,,
11180,313771,AOA,closed,Aroa Airport,-9.0254,146.8,20.0,OC,PG,PG-CPM,Agevairu,no,,AOA,,,,
11181,301705,AOB,small_airport,Annanberg Airport,-4.90416666667,144.635833333,130.0,OC,PG,PG-MPM,,no,,AOB,ANB,,,
11182,312362,AOD,small_airport,Abou-Deïa Airport,11.4773,19.2874,1592.0,AF,TD,TD-SA,Abou-Deïa,no,,AOD,,,https://en.wikipedia.org/wiki/Abou-De%C3%AFa_Airport,
11183,301727,APP,small_airport,Asapa Airport,-8.97916666667,148.103611111,1930.0,OC,PG,PG-NPP,,no,,APP,APA,,,
11184,301706,APR,small_airport,April River Airport,-4.67666666667,142.540138889,220.0,OC,PG,PG-ESW,April River,no,AYPE,APR,APR,,,
11186,42221,AQ-0002,small_airport,Troll Airfield,-71.95714,2.45257,4167.0,AN,AQ,AQ-U-A,Troll Station,no,AT27,QET,,,https://en.wikipedia.org/wiki/Troll_airfield,
11197,16294,AQY,small_airport,Girdwood Airport,60.968774,-149.119792,150.0,,US,US-AK,Girdwood,no,,AQY,AQY,,https://en.wikipedia.org/wiki/Girdwood_Airport,
11202,35399,AR-0005,small_airport,Bragado Airport,-35.145811,-60.480294,196.0,SA,AR,AR-B,Bragado,no,SA2X,QRF,BRA,,,
11204,35401,AR-0007,small_airport,Caleta Olivia Airport,-46.4318008423,-67.5186004639,37.0,SA,AR,AR-Z,Caleta Olivia,no,,CVI,CAO,,,
11206,35403,AR-0009,small_airport,Charata Airport,-27.2164,-61.2103,318.0,SA,AR,AR-H,Charata,no,,CNT,CHA,,,
11207,35404,AR-0010,small_airport,General Villegas Airport,-35.0,-63.0,383.0,SA,AR,AR-B,General Villegas,no,,VGS,GAS,,,
11208,35405,AR-0011,small_airport,Los Menucos Airport,-40.817699,-68.074699,2571.0,SA,AR,AR-R,Los Menucos,no,,LMD,MCO,,,
11212,35409,AR-0015,closed,Saenz Peña Airport,-26.81579971313477,-60.44829940795898,20.0,SA,AR,AR-H,Presidencia Roque Sáenz Peña,no,,SZQ,,,,
11214,35412,AR-0017,small_airport,Valcheta Airport,-40.7000007629,-66.1500015259,629.0,SA,AR,AR-R,Valcheta,no,,VCF,VAL,,,
11543,39021,AR-0346,small_airport,Sunchales Aeroclub Airport,-30.9575,-61.5283,299.0,SA,AR,AR-S,Sunchales,no,SAFS,NCJ,SCA,,,
11587,42812,AR-0390,small_airport,Carmen De Patagones Airport,-40.7781,-62.9803,131.0,SA,AR,AR-B,Carmen de Patagones,no,SA3R,CPG,PAT,,,
11659,42884,AR-0462,small_airport,Termal Airport,-26.753611,-60.492222,308.0,SA,AR,AR-H,Presidencia Roque Sáenz Peña,no,SARS,PRQ,PSP,,,
11691,46645,AR-0494,small_airport,Colonia Sarmiento Airport,-45.582371,-68.999841,877.0,SA,AR,AR-U,Sarmiento,no,,OLN,STO,,,
11965,301707,ARP,small_airport,Aragip Airport,-9.88333333333,149.483333333,1750.0,OC,PG,PG-MBA,,no,,ARP,AGP,,,
11966,301832,ARX,closed,Asbury Park Neptune Air Terminal,40.2193055556,-74.0908333333,95.0,,US,US-NJ,Asbury Park,no,,ARX,,,,Schlossbach Field
11967,32422,AS-TAV,closed,Tau Airport,-14.231783,-169.511018,185.0,OC,AS,AS-U-A,Tau,no,,TAV,HI36,,https://en.wikipedia.org/wiki/Tau_Airport,
11969,301732,ASZ,small_airport,Asirim Airport,-6.009722222220001,150.368611111,1050.0,OC,PG,PG-WBK,,no,,ASZ,ASM,,,
11983,301834,ATN,small_airport,Namatanai Airport,-3.6695,152.438,150.0,OC,PG,PG-NIK,Namatanai,no,AYNX,ATN,NTI,,https://en.wikipedia.org/wiki/Namatanai_Airport,
11984,301672,ATP,small_airport,Aitape Airport,-3.14361111111,142.346805556,10.0,OC,PG,PG-SAN,Aitape,yes,AYAI,ATP,APE,,https://en.wikipedia.org/wiki/Aitape_Airport,
12066,313838,AU-0081,small_airport,Lady Elliot Island Airstrip,-24.1129,152.7156,20.0,OC,AU,AU-QLD,Lady Elliot Island,no,,LYT,,,,
12176,30622,AU-AGW,small_airport,Agnew Airport,-12.145600318908691,142.1490020751953,,OC,AU,AU-QLD,Agnew,no,,AGW,,,,
12177,30666,AU-AYD,small_airport,Alroy Downs Airport,-19.29080009460449,136.07899475097656,,OC,AU,AU-NT,Alroy Downs,no,,AYD,,,,
12178,30808,AU-BYX,small_airport,Baniyala Airport,-13.19810009,136.227005005,20.0,OC,AU,AU-NT,Baniyala,no,,BYX,,,,
12179,30841,AU-COB,small_airport,Coolibah Airport,-15.548299789428713,130.96200561523438,,OC,AU,AU-NT,Coolibah,no,,COB,,,,
12180,30851,AU-CRJ,small_airport,Coorabie Airport,-31.894399642944336,132.29600524902344,,OC,AU,AU-SA,Coorabie,no,,CRJ,,,,
12181,30853,AU-CRY,small_airport,Carlton Hill Airport,-15.50189971923828,128.53399658203125,,OC,AU,AU-WA,Carlton Hill,no,,CRY,,,,
12182,30855,AU-CSD,small_airport,Cresswell Downs Airport,-17.947999954223633,135.91600036621094,,OC,AU,AU-NT,Cresswell Downs,no,,CSD,,,,
12183,30959,AU-DYM,small_airport,Diamantina Lakes Airport,-23.761699676513672,141.14500427246094,,OC,AU,AU-QLD,Diamantina Lakes,no,,DYM,,,,
12184,35302,AU-HIS,seaplane_base,Hayman Island Resort Seaplane Base,-20.059999465942383,148.88099670410156,,OC,AU,AU-QLD,Hayman Island,yes,,HIS,,,,
12185,31606,AU-HLV,small_airport,Helenvale Airport,-15.685799598693848,145.21499633789062,,OC,AU,AU-QLD,Helenvale,no,,HLV,,,,
12186,31723,AU-KBD,small_airport,Kimberley Downs Airport,-17.39780044555664,124.3550033569336,,OC,AU,AU-WA,Kimberley Downs,no,,KBD,,,,
12187,31745,AU-KGR,small_airport,Kulgera Airport,-25.84280014038086,133.29200744628906,,OC,AU,AU-NT,Kulgera,no,,KGR,,,,
12188,31980,AU-MWY,small_airport,Miranda Downs Airport,-17.328899,141.886002,,OC,AU,AU-QLD,Miranda Downs,no,YMIR,MWY,,,,
12189,31995,AU-MYO,small_airport,Camballin Airport,-18.12470054626465,124.27200317382812,,OC,AU,AU-WA,Myroodah,no,,MYO,,,,
12190,32109,AU-OKB,small_airport,Orchid Beach Airport,-24.959400177002,153.31500244141,71.0,OC,AU,AU-QLD,Orchid Beach,no,YORC,OKB,YORC,,,
12191,32152,AU-PEP,small_airport,Peppimenarti Airport,-14.144200325,130.091003418,83.0,OC,AU,AU-NT,Peppimenarti,no,,PEP,YPEP,,,
12192,32201,AU-RDA,small_airport,Rockhampton Downs Airport,-18.95330047607422,135.2010040283203,,OC,AU,AU-NT,Rockhampton Downs,no,,RDA,,,,
12193,32384,AU-SSK,small_airport,Sturt Creek Airport,-19.166400909423828,128.1739959716797,,OC,AU,AU-WA,Sturt Creek,no,,SSK,,,,
12194,32401,AU-SWB,small_airport,Shaw River Airport,-21.510299682617188,119.36199951171876,,OC,AU,AU-WA,Shaw River,no,,SWB,,,,
12195,32474,AU-TPR,small_airport,Tom Price Airport,-22.746000289900003,117.869003296,2300.0,OC,AU,AU-WA,Tom Price,no,YTMP,TPR,,,https://en.wikipedia.org/wiki/Tom_Price_Airport,
12196,32486,AU-TWP,small_airport,Torwood Airport,-17.363300323486328,143.75,,OC,AU,AU-QLD,Torwood,no,,TWP,,,,
12197,32752,AU-ZVG,small_airport,Springvale Airport,-17.78689956665039,127.66999816894533,,OC,AU,AU-WA,Springvale,no,,ZVG,,,,
12198,301735,AUI,small_airport,Aua Island Airport,-1.46055555556,143.064722222,4.0,OC,PG,PG-MRL,Aua Island,no,AYND,AUI,AUA,,,
12199,301693,AUJ,small_airport,Ambunti Airport,-4.21566666667,142.823166667,50.0,OC,PG,PG-ESW,Ambunti,no,AYAT,AUJ,AMI,,,
12200,301668,AUP,small_airport,Agaun Airport,-9.930833,149.385667,3200.0,OC,PG,PG-MBA,,no,AYAG,AUP,AUN,,https://en.wikipedia.org/wiki/Agaun_Airport,
12202,301737,AUV,small_airport,Aumo Airport,-5.731111111110001,148.445277778,450.0,OC,PG,PG-WBK,Aumo,no,AYUM,AUV,AUMO,,,
12205,301838,AWE,small_airport,Alowe Airport,-0.545,9.444,600.0,AF,GA,GA-3,Wonga Wongué Presidential Reserve,no,FOGW,AWE,,,,
12206,313134,AWR,closed,Awar Airport,-4.124,144.853,35.0,OC,PG,PG-MPM,Awar,no,,AWR,,,,
12207,314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560.0,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,,,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,
12208,307980,AYAQ,small_airport,Kompiam Airport,-5.38166666667,143.924722222,5100.0,OC,PG,PG-EPW,,no,AYAQ,KPM,KOM,,,
12211,53,AYBK,medium_airport,Buka Airport,-5.422319889068604,154.67300415039062,11.0,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,,,https://en.wikipedia.org/wiki/Buka_Airport,
12212,311258,AYBR,small_airport,Biaru Airport,-7.6693,146.7594,4900.0,OC,PG,PG-MPL,Biaru,no,AYBR,BRP,BRU,,,
12218,54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974.0,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,,,https://en.wikipedia.org/wiki/Chimbu_Airport,
12220,313962,AYDK,small_airport,Munduku Airport,-4.6204,143.4516,100.0,OC,PG,PG-ESW,Munduku,no,AYDK,MDM,MUN,,,
12221,311717,AYDL,small_airport,Kondobol Airport,-8.5336,142.5049,132.0,OC,PG,PG-WPD,Kondobol,no,AYDL,KPF,KDB,,,"Kondubol, Kondobal"
12222,311110,AYDN,small_airport,Dinangat Airport,-6.1546,146.6772,5309.0,OC,PG,PG-MPL,Dinangat,no,AYDN,DNU,DIN,,,Diningat
12223,311116,AYDO,small_airport,Doini Airport,-10.7009,150.7218,31.0,OC,PG,PG-MBA,Castori Islets,no,AYDO,DOI,DOI,,,
12227,55,AYDU,medium_airport,Daru Airport,-9.08675956726,143.207992554,20.0,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,,,https://en.wikipedia.org/wiki/Daru_Airport,
12230,311135,AYEB,small_airport,Embessa Airport,-9.447,148.7628,131.0,OC,PG,PG-NPP,Embessa,no,AYEB,EMS,EMB,,,
12231,308012,AYED,small_airport,Edwaki Airport,-3.883986,141.792234,190.0,OC,PG,PG-SAN,Yellow River Mission,no,AYED,XYR,EWK,,,
12235,311132,AYEL,small_airport,Eliptamin Airport,-5.0412,141.6779,4825.0,OC,PG,PG-SAN,Eliptamin,no,AYEL,EPT,ELP,,,
12237,311202,AYEN,small_airport,Engati Airstrip,-6.9179,146.1053,3715.0,OC,PG,PG-MPL,Engati,no,AYEN,EGA,EGT,,,
12238,311200,AYEO,small_airport,Emo River Airstrip,-9.1234,148.0415,2240.0,OC,PG,PG-NPP,Emo Mission,no,AYEO,EMO,EMO,,,
12239,311205,AYER,small_airport,Erume Airport,-8.2538,146.9747,6690.0,OC,PG,PG-CPM,Erume,no,AYER,ERU,EME,,,
12240,313974,AYES,small_airport,Meselia Airport,-6.1364,149.1183,180.0,OC,PG,PG-WBK,Demgulu,no,AYES,MFZ,,,,"Mesalia, Mesilia"
12243,311370,AYFE,small_airport,Feramin Airport,-5.208,141.6988,4655.0,OC,PG,PG-SAN,Feramin,no,AYFE,FRQ,FMN,,,Feranmin
12246,307757,AYFR,small_airport,Frieda River Airport,-4.610468,141.960138,217.0,OC,PG,PG-ESW,Frieda River,no,AYFR,FAQ,FRR,,https://en.wikipedia.org/wiki/Frieda_River_Airport,
12248,311384,AYFU,small_airport,Fuma Airport,-6.3933,142.4408,466.0,OC,PG,PG-WPD,Fuma,no,AYFU,FUM,FUMA,,,
12250,56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282.0,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,,,https://en.wikipedia.org/wiki/Goroka_Airport,
12253,311430,AYGF,small_airport,Guari Airport,-8.1286,146.8722,6450.0,OC,PG,PG-CPM,Guari,no,AYGF,GUG,GAI,,,
12254,308005,AYGG,small_airport,Garasa Airport,-7.980713,147.213461,2539.0,OC,PG,PG-MPL,Au,no,AYGG,GRL,GSA,,,
12257,57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88.0,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,,,https://en.wikipedia.org/wiki/Gurney_Airport,
12259,307709,AYGP,small_airport,Gusap Airport,-6.053196,145.959047,1504.0,OC,PG,PG-GPK,Gusap,no,AYGP,GAP,GSP,,https://en.wikipedia.org/wiki/Gusap_Airport,
12261,58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311.0,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,,,https://en.wikipedia.org/wiki/Girua_Airport,
12262,311386,AYGS,small_airport,Gasuke Airport,-6.1028,141.7393,157.0,OC,PG,PG-WPD,Gasuke,no,AYGS,GBC,GSK,,,
12266,311468,AYHB,small_airport,Habi Airport,-6.32,142.4893,993.0,OC,PG,PG-WPD,Habi,no,AYHB,HBD,HABI,,,
12267,311487,AYHE,small_airport,Heiweni Airport,-7.4223,146.4276,3480.0,OC,PG,PG-MPL,Heiweni,no,AYHE,HNI,HWI,,,
12268,312918,AYHH,small_airport,Honinabi Airport,-16.2457,142.1771,452.0,OC,PG,PG-WPD,Honinabi,no,AYHH,HNN,HBI,,,Honinabe
12270,59,AYHK,medium_airport,Kimbe Airport,-5.462170124053955,150.40499877929688,66.0,OC,PG,PG-WBK,Hoskins,yes,AYHK,HKN,,,https://en.wikipedia.org/wiki/Hoskins_Airport,
12273,311472,AYHO,small_airport,Haivaro Airport,-6.9406,143.059,180.0,OC,PG,PG-GPK,Haivaro,no,AYHO,HIT,HWO,,,Haiwaro
12280,312938,AYII,small_airport,Imane Airport,-6.7524,146.1072,3860.0,OC,PG,PG-MPL,Imane,no,AYII,IMN,IMN,,,Imani
12281,313419,AYIM,small_airport,Kungim Airport,-5.671,141.03,349.0,OC,PG,PG-WPD,Kungim,no,AYIM,KGM,KNM,,,Kungum
12283,312964,AYIO,small_airport,Imonda Airport,-3.328,141.1573,990.0,OC,PG,PG-SAN,Imonda,no,AYIO,IMD,IMO,,,
12285,302264,AYIQ,small_airport,Aropa Airport,-6.305417,155.728139,20.0,OC,PG,PG-NSB,Kieta,yes,AYIQ,KIE,KIA,,https://en.wikipedia.org/wiki/Kieta_Airport,
12289,312934,AYIU,small_airport,Ialibu Airport,-6.2782,143.9944,6736.0,OC,PG,PG-SHM,Ialibu,no,AYIU,IAL,IBU,,,Lalibu
12290,319533,AYIX,small_airport,Witu Airport,-4.689522,149.440112,25.0,OC,PG,PG-WBK,Garove Island,no,AYIX,WIU,WITU,,,
12292,311794,AYJO,small_airport,Yongai Airport,-8.5289,147.4603,6500.0,OC,PG,PG-CPM,Yongai,no,AYJO,KGH,YON,,,
12293,35188,AYKA,small_airport,Losuia Airport,-8.505820274353027,151.08099365234375,27.0,OC,PG,PG-MBA,Losuia,yes,AYKA,LSA,,,https://en.wikipedia.org/wiki/Losuia_Airport,Formerly Kiriwina Airport
12294,308795,AYKG,small_airport,Kopiago Airport,-5.3883,142.4977,4445.0,OC,PG,PG-HE,Kopiago,no,AYKG,KPA,KGO,,,
12295,35185,AYKI,small_airport,Kiunga Airport,-6.1257100105285645,141.28199768066406,88.0,OC,PG,PG-WPD,Kiunga,yes,AYKI,UNG,,,https://en.wikipedia.org/wiki/Kiunga_Airport,
12296,308592,AYKJ,small_airport,Kanainj Airport,-5.2903,144.7072,4064.0,OC,PG,PG-MPM,Kanainj,no,AYKJ,KNE,KNJ,,,
12297,35184,AYKK,small_airport,Kikori Airport,-7.424379825592041,144.2500762939453,50.0,OC,PG,PG-GPK,Kikori,yes,AYKK,KRI,,,,
12299,60,AYKM,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10.0,OC,PG,PG-GPK,Kerema,yes,AYKM,KMA,,,https://en.wikipedia.org/wiki/Kerema_Airport,
12301,308594,AYKR,small_airport,Kar Kar Airport,-4.557,145.9404,130.0,OC,PG,PG-MPM,Kar Kar Island,no,AYKR,KRX,KKR,,,
12302,308319,AYKU,small_airport,Kuri Airport,-7.135083,143.276111,35.0,OC,PG,PG-GPK,Kuri,no,AYKU,KUQ,KURI,,,
12303,61,AYKV,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7.0,OC,PG,PG-NIK,Kavieng,yes,AYKV,KVG,,,https://en.wikipedia.org/wiki/Kavieng_Airport,
12304,31837,AYKY,small_airport,Londolovit Airport,-3.04361009598,152.628997803,167.0,OC,PG,PG-NIK,Londolovit,yes,AYKY,LNV,,,https://en.wikipedia.org/wiki/Lihir_Island_Airport,"Lihir Island, Kunaye"
12307,312686,AYLB,small_airport,Lab Lab Airport,-5.7204,148.0566,160.0,OC,PG,PG-MPL,Lab Lab Mission,no,AYLB,LAB,LAB,,,Lablab
12311,313841,AYLO,small_airport,Lowai Airport,-6.3344,146.6458,2900.0,OC,PG,PG-MPL,Lowai,no,AYLO,LWI,LOW,,,
12312,313927,AYLP,small_airport,Leron Plains Airport,-6.3917,146.3434,680.0,OC,PG,PG-MPL,Leron Plains,no,AYLP,LPN,LPS,,,
12314,313944,AYLS,small_airport,Lese Airport,-8.2799,146.2765,40.0,OC,PG,PG-GPK,Lese,no,AYLS,LNG,LESE,,,
12315,313946,AYLX,small_airport,Long Island Airport,-5.3604,147.0177,116.0,OC,PG,PG-MPM,Long Island,no,AYLX,LSJ,LIS,,,
12317,317271,AYM,seaplane_base,Yas Island Seaplane Base,24.467,54.6103,0.0,AS,AE,AE-AZ,Abu Dhabi,no,,AYM,,,,
12318,314134,AYMA,small_airport,Manari Airport,-9.1908,147.6219,2630.0,OC,PG,PG-NPP,Manari,no,AYMA,MRM,MRI,,,Manare
12319,312797,AYMB,small_airport,Morobe Airport,-7.74,147.59,8.0,OC,PG,PG-MPL,Morobe,no,AYMB,OBM,MBE,,,
12320,62,AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,20.0,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,,,https://en.wikipedia.org/wiki/Madang_Airport,
12321,63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.826789855957031,144.29600524902344,5388.0,OC,PG,PG-WHM,Mount Hagen,yes,AYMH,HGU,,,https://en.wikipedia.org/wiki/Mount_Hagen_Airport,
12323,308188,AYML,small_airport,Mougulu Airport,-6.280859,142.420775,825.0,OC,PG,PG-WPD,Mougulu,no,AYML,GUV,MGU,,,
12324,64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,5680.0,OC,PG,PG-SHM,Mendi,yes,AYMN,MDU,,,https://en.wikipedia.org/wiki/Mendi_Airport,
12325,65,AYMO,medium_airport,Momote Airport,-2.06189,147.423996,12.0,OC,PG,PG-MRL,Manus Island,yes,AYMO,MAS,,,https://en.wikipedia.org/wiki/Momote_Airport,
12326,31981,AYMR,small_airport,Moro Airport,-6.36332988739,143.238006592,2740.0,OC,PG,PG-SHM,Moro,yes,AYMR,MXH,,,https://en.wikipedia.org/wiki/Moro_Airport,
12327,31911,AYMS,small_airport,Misima Island Airport,-10.6892004013,152.837997437,26.0,OC,PG,PG-MBA,Misima Island,yes,AYMS,MIS,,,https://en.wikipedia.org/wiki/Misima_Airport,
12328,308796,AYMW,small_airport,Marawaka Airport,-6.9736,145.8849,6050.0,OC,PG,PG-EHG,Marawaka,no,AYMW,MWG,MWK,,,
12330,316543,AYNA,small_airport,Nankina Airport,-5.837,146.4533,5800.0,OC,PG,PG-MPM,Gwarawon,no,AYNA,NKN,NKN,,,
12331,308173,AYNE,small_airport,Negarbo(Negabo) Airport,-6.567778,144.703058,4500.0,OC,PG,PG-CPK,Negarbo,no,AYNE,GBF,NBO,,,
12332,308139,AYNG,small_airport,Manguna Airport,-5.577778,151.792333,187.0,OC,PG,PG-EBR,Manguna,no,AYNG,MFO,MGA,,https://en.wikipedia.org/wiki/Manguna_Airport,
12333,311620,AYNM,small_airport,Kasonombe Airport,-6.3819,146.9859,5800.0,OC,PG,PG-MPL,Kasonombe,no,AYNM,KSB,KNB,,,
12334,308583,AYNO,small_airport,Nomane Airport,-6.32183,145.070667,6032.0,OC,PG,PG-CPK,Namane,no,AYNO,NMN,NOM,,,
12336,313487,AYNY,small_airport,Nambaiyufa Airport,-6.2412,145.2424,5550.0,OC,PG,PG-CPK,Nambaiyufa,no,AYNY,NBA,NBF,,,
12337,66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,239.0,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,,,https://en.wikipedia.org/wiki/Lae_Nadzab_Airport,MFO
12340,313220,AYOE,small_airport,Konge Airport,-6.2239,147.2152,5900.0,OC,PG,PG-MPL,Konge,no,AYOE,KGB,KGE,,,
12342,311909,AYOJ,small_airport,Oksapmin Airport,-5.2261,142.2259,5140.0,OC,PG,PG-SAN,Oksapmin,no,AYOJ,OKP,OKN,,,
12343,313218,AYOK,small_airport,Komako Airport,-7.3984,145.8827,3960.0,OC,PG,PG-GPK,Komako,no,AYOK,HOC,KMA,,,
12344,311706,AYOQ,small_airport,Komaio Airport,-7.2714,143.5952,28.0,OC,PG,PG-GPK,Komaio,no,AYOQ,KCJ,KOI,,,
12347,313288,AYOW,small_airport,Koroba Airport,-5.6952,142.7441,5638.0,OC,PG,PG-HE,Koroba,no,AYOW,KDE,,,,
12349,331003,AYOY,small_airport,Open Bay Airport,-4.794727,151.696195,33.0,OC,PG,PG-WBK,Maitanakunai,no,AYOY,OPB,OBY,,,
12352,311954,AYPC,small_airport,Pangoa Airport,-7.0226,141.5605,60.0,OC,PG,PG-WPD,Pangoa,no,AYPC,PGB,PGA,,,
12353,316621,AYPG,small_airport,Pangia Airport,-6.386,144.1084,5340.0,OC,PG,PG-SHM,Pangia,no,AYPG,PGN,PNA,,,
12355,312804,AYPO,small_airport,Mapoda Airport,-7.979,143.1694,45.0,OC,PG,PG-WPD,Mapoda,no,AYPO,MPF,MPO,,,Mapodo
12356,312000,AYPQ,small_airport,Pumani Airport,-9.7469,149.4766,427.0,OC,PG,PG-MBA,Pumani,no,AYPQ,PMN,PMN,,,
12359,67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312,146.0,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport,
12362,312128,AYQO,small_airport,Sopu Airport,-8.3038,147.1659,6580.0,OC,PG,PG-CPM,Sopu,no,AYQO,SPH,SOPU,,,
12363,312022,AYQS,small_airport,Sialum Airport,-6.0908,147.5955,170.0,OC,PG,PG-MPL,Sialum,no,AYQS,SXA,SLU,,,
12368,307082,AYRG,small_airport,Rumginae Airport,-5.89722222222,141.271666667,160.0,OC,PG,PG-WPD,,no,AYRG,RMN,RMG,,,
12369,308137,AYRI,small_airport,Karimui Airport,-6.4921,144.823,3640.0,OC,PG,PG-CPK,Karimui,no,AYRI,KMR,KRI,,,
12371,313207,AYRM,small_airport,Maramuni Airport,-5.13,143.4829,5160.0,OC,PG,PG-EPW,Maramuni,no,AYRM,MWI,MAR,,,
12375,311745,AYRV,small_airport,May River Airstrip,-4.3615,141.785,107.0,OC,PG,PG-ESW,May River,no,AYRV,MRH,MRV,,,
12377,307595,AYSA,small_airport,Suabi Airport,-6.10444444444,142.278333333,465.0,OC,PG,PG-WPD,,no,AYSA,SBE,SUA,,,
12379,307120,AYSE,small_airport,Simberi Airport,-2.66222222222,151.997777778,10.0,OC,PG,PG-NIK,Simberi Island,no,AYSE,NIS,SBI,,,
12380,307114,AYSG,small_airport,Sila Airport,-9.07355555556,148.38925,2230.0,OC,PG,PG-NPP,Sila Mission,no,AYSG,SIL,SILA,,,
12381,312961,AYSH,small_airport,Sabah Airport,-5.5765,155.0489,10.0,OC,PG,PG-NSB,Sabah,no,AYSH,SBV,SAB,,,
12383,307115,AYSJ,small_airport,Simbai Airport,-5.278611111110001,144.544722222,5804.0,OC,PG,PG-MPM,Simbai,no,AYSJ,SIM,SAI,,,
12385,313471,AYSO,small_airport,Selbang Airport,-5.315,141.752,5130.0,OC,PG,PG-WPD,Selbang,no,AYSO,SBC,SEL,,,
12386,314638,AYSQ,small_airport,Sepik Plains Airport,-3.8821,143.6734,230.0,OC,PG,PG-ESW,Sepik Plains,no,AYSQ,SPV,SPP,,,
12389,315130,AYSV,small_airport,Sauren Airport,-5.9701,148.8543,46.0,OC,PG,PG-WBK,Sauren,no,AYSV,SXW,SAU,,,Souren
12390,313953,AYSX,small_airport,Masa Airport,-6.345,147.591,5900.0,OC,PG,PG-MPL,Masa,no,AYSX,MBV,MASA,,,
12393,32451,AYTA,small_airport,Tari Airport,-5.84499979019,142.947998047,5500.0,OC,PG,PG-HE,Tari,yes,AYTA,TIZ,,,,
12394,32425,AYTB,small_airport,Tabubil Airport,-5.27861,141.225998,1570.0,OC,PG,PG-WPD,Tabubil,yes,AYTB,TBG,,,https://en.wikipedia.org/wiki/Tabubil_Airport,
12397,307594,AYTI,small_airport,Tapini Airport,-8.35666666667,146.989166667,3100.0,OC,PG,PG-CPM,Tapini,yes,AYTI,TPI,TAP,,https://en.wikipedia.org/wiki/Tapini_Airport,
12398,68,AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,49.0,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,,,https://en.wikipedia.org/wiki/Rabaul_Airport,
12401,307593,AYTN,small_airport,Tekin Airport,-5.24366666667,142.165194444,5785.0,OC,PG,PG-SAN,Tekin,no,AYTN,TKW,TEK,,,
